"Survey_Start_Time","Study_Area","Plot_ID","easting","northing","elev_ellipsoidal","lon","lat","plot_type","sample_type","cardinal_direction","multi_core","depth","core","plug","mass","SWE","density"
"3/11/2021 16:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,NA,"Depth",NA,NA,271,NA,0,NA,NA,NA
"3/11/2021 16:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,NA,"Depth",NA,NA,269,NA,0,NA,NA,NA
"3/11/2021 16:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,NA,"Depth",NA,NA,284,NA,0,NA,NA,NA
"3/11/2021 16:00","Cruickshank","CRU_CAM3",330745.787,5503356.824,981.427,-125.34523246,49.65898212,NA,"Depth",NA,NA,293,NA,0,NA,NA,NA
"3/10/2021 10:21","Cruickshank","CRU_N3O",328983.599,5504640.86,1414.102,-125.37018874,49.67002466,"Cardinal 10 m","Density","Centre","yes",420,448,13,2270,163.846585405251,0.39011091763155
"3/10/2021 12:28","Cruickshank","CRU_N4S",328488.76,5505112.774,1264.273,-125.37724752,49.67412514,"Cardinal 10 m","Density","Centre","yes",420,460.5,0,2670,192.718230410582,0.458852929549004
"3/9/2021 2:59","Cruickshank","CRU_snowpillow",329589.58,5504502.042,1364.033,-125.36173729,49.66894864,"wx_snow_survey","Density",NA,"yes",402,331,0,1560,112.599415520789,0.280098048559177
"3/9/2021 9:59","Cruickshank","CRU_snowsurvey",329584.78,5504523.844,1362.723,-125.36181325,49.66914322,"wx_snow_survey","Density",NA,"yes",429,406,2,1630,117.651953396722,0.274246977614737
"3/9/2021 9:59","Cruickshank","CRU_snowsurvey",329584.78,5504523.844,1362.723,-125.36181325,49.66914322,"wx_snow_survey","Density",NA,"yes",440,403,2,1650,119.095535646989,0.270671671924974
"3/9/2021 9:59","Cruickshank","CRU_snowsurvey",329584.78,5504523.844,1362.723,-125.36181325,49.66914322,"wx_snow_survey","Density",NA,"yes",437,428,9,1230,88.7803083913916,0.203158600437967
"3/9/2021 9:59","Cruickshank","CRU_snowsurvey",329584.78,5504523.844,1362.723,-125.36181325,49.66914322,"wx_snow_survey","Density",NA,"yes",395,340,8,1287,92.8945178046512,0.235175994442155
"3/9/2021 2:59","Cruickshank","CRU_WX_SR50",329591.912,5504506.718,1364.332,-125.36170704,49.66899133,"wx_snow_survey","Depth",NA,NA,430,NA,NA,NA,NA,NA
