submissionid,submissiondatetime,deviceid,username,Survey_Start_Time,Study_Area,Other_Study_Area,User_s_,Plot_ID,Number_probe_of_extensions_used_,Tare_Weight__g_,Pre_Survey_Notes,GNSS_Used_,GNSS_Setup,Other_GNSS_Setup,GNSS_Status,GNSS_Height_Rover_to_Snow__cm_,Sampling_Design,Point_Observation.Date___Time_of_Point_Observation,Point_Observation.Approx__Location,Point_Observation.Type_of_Plot,Point_Observation.Cardinal_Direction,Point_Observation.Distance_From_Centre__m_,Point_Observation.Custom_Distance_From_Centre__m_,Point_Observation.Sample_Type,Point_Observation.Multi_Part_Core_,Point_Observation.Core_Section_Number,Point_Observation.Depth__cm_,Point_Observation.Depth__cm_:timestamp,Point_Observation.Depth_Final__cm_,Point_Observation.Core_Length__cm_,Point_Observation.Plug__cm_,Point_Observation.Mass___Tube__g_,Point_Observation.Mass_Final__g_,Point_Observation.Retrieval____,Point_Observation.SWE__cm_,Point_Observation.Density,Point_Observation.Sample_Rating,Point_Observation.Point_Observation_Notes,Point_Observation.Picture,Snow_Pit_Measurenent.Distance_from_centre_of_plot__m_,Snow_Pit_Measurenent.Depth_above_ground__cm_,Snow_Pit_Measurenent.Temperature___C_,Snow_Pit_Measurenent.Density_Notes,Survey_End_TIme
56987103,2021-04-23 08:38:50 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 10:47:00,Other,Loch Lomond ,Peter m,E3S,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 11:20,,Cardinal 10 m,E,2.5,,Depth,,,226,4/22/2021 11:21,436,,,,,,,,,,,,,,,4/22/2021 11:40
56987103,2021-04-23 08:38:50 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 10:47:00,Other,Loch Lomond ,Peter m,E3S,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 11:21,,Cardinal 10 m,E,7.5,,Depth,,,243,4/22/2021 11:22,453,,,,,,,,,,,,,,,4/22/2021 11:40
56987103,2021-04-23 08:38:50 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 10:47:00,Other,Loch Lomond ,Peter m,E3S,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 11:34,,Cardinal 10 m,E,10,,Depth,,,288,4/22/2021 11:35,498,,,,,,,,Excellent,,,,,,,4/22/2021 11:40
56987103,2021-04-23 08:38:50 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 10:47:00,Other,Loch Lomond ,Peter m,E3S,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 11:35,,Cardinal 10 m,W,2.5,,Depth,,,224,4/22/2021 11:36,434,,,,,,,,Excellent,,,,,,,4/22/2021 11:40
56987103,2021-04-23 08:38:50 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 10:47:00,Other,Loch Lomond ,Peter m,E3S,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 11:36,,Cardinal 10 m,W,5,,Depth,,,195,4/22/2021 11:37,405,,,,,,,,,,,,,,,4/22/2021 11:40
56987103,2021-04-23 08:38:50 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 10:47:00,Other,Loch Lomond ,Peter m,E3S,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 11:37,,Cardinal 10 m,W,7.5,,Depth,,,212,4/22/2021 11:38,422,,,,,,,,Excellent,,,,,,,4/22/2021 11:40
56987103,2021-04-23 08:38:50 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 10:47:00,Other,Loch Lomond ,Peter m,E3S,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 11:38,,Cardinal 10 m,W,10,,Depth,,,196,4/22/2021 11:41,406,,,,,,,,,,,,,,,4/22/2021 11:40
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 12:44,,Cardinal 10 m,Centre,,,Depth,,,280,4/22/2021 12:44,364,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 12:45,,Cardinal 10 m,S,2.5,,Depth,,,269,4/22/2021 12:45,353,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 12:45,,Cardinal 10 m,S,5,,Depth,,,276,4/22/2021 12:46,360,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 12:46,,Cardinal 10 m,S,7.5,,Depth,,,268,4/22/2021 12:46,352,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 12:46,,Cardinal 10 m,S,10,,Depth,,,245,4/22/2021 12:47,329,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:03,,Cardinal 10 m,N,2.5,,Depth,,,269,4/22/2021 13:04,353,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:04,,Cardinal 10 m,N,5,,Depth,,,263,4/22/2021 13:04,347,,,,,,,,,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:04,,Cardinal 10 m,N,7.5,,Depth,,,254,4/22/2021 13:04,338,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:05,,Cardinal 10 m,N,10,,Depth,,,235,4/22/2021 13:05,319,,,,,,,,,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:05,,Cardinal 10 m,W,2.5,,Depth,,,274,4/22/2021 13:05,358,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:05,,Cardinal 10 m,W,5,,Depth,,,285,4/22/2021 13:06,369,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:06,,Cardinal 10 m,W,7.5,,Depth,,,253,4/22/2021 13:06,337,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:06,,Cardinal 10 m,W,10,,Depth,,,250,4/22/2021 13:07,334,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:07,,Cardinal 10 m,E,2.5,,Depth,,,278,4/22/2021 13:08,362,,,,,,,,,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:09,,Cardinal 10 m,E,5,,Depth,,,269,4/22/2021 13:09,353,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:09,,Cardinal 10 m,E,7.5,,Depth,,,299,4/22/2021 13:09,383,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987234,2021-04-23 08:43:47 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 12:43:00,Other,Loch Lomond ,Peter M,SF4,2,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:09,,Cardinal 10 m,E,10,,Depth,,,215,4/22/2021 13:10,299,,,,,,,,Excellent,,,,,,,4/22/2021 13:20
56987350,2021-04-23 08:47:36 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 13:53:00,Other,Loch Lomond ,Peter M,N5F,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:55,,Cardinal 10 m,Centre,,,Depth,,,200,4/22/2021 13:55,410,,,,,,,,Excellent,,,,,,,4/22/2021 14:08
56987350,2021-04-23 08:47:36 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 13:53:00,Other,Loch Lomond ,Peter M,N5F,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:56,,Cardinal 10 m,E,2.5,,Depth,,,180,4/22/2021 13:56,390,,,,,,,,Excellent,,,,,,,4/22/2021 14:08
56987350,2021-04-23 08:47:36 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 13:53:00,Other,Loch Lomond ,Peter M,N5F,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:56,,Cardinal 10 m,E,5,,Depth,,,203,4/22/2021 13:57,413,,,,,,,,Excellent,,,,,,,4/22/2021 14:08
56987350,2021-04-23 08:47:36 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 13:53:00,Other,Loch Lomond ,Peter M,N5F,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:57,,Cardinal 10 m,E,7.5,,Depth,,,186,4/22/2021 13:58,396,,,,,,,,,,,,,,,4/22/2021 14:08
56987350,2021-04-23 08:47:36 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 13:53:00,Other,Loch Lomond ,Peter M,N5F,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:58,,Cardinal 10 m,E,10,,Depth,,,204,4/22/2021 13:58,414,,,,,,,,Excellent,,,,,,,4/22/2021 14:08
56987350,2021-04-23 08:47:36 -07:00,iPhone_B06FBAB7-FF7C-4384-A601-16BF7711A47E,CHRL - Peter Marshall,2021-4-22 13:53:00,Other,Loch Lomond ,Peter M,N5F,5,0,,Yes surveying today,Stonex,,FIX,156,,4/22/2021 13:59,,Cardinal 10 m,W,2.5,,Depth,,,193,4/22/2021 13:59,403,,,,,,,,Excellent,,,,,,,4/22/2021 14:08
